Part Number,Category,Bin Model,Rings,Weight (lbs),Weight (kg),Capacity (bu),Capacity (tons),Diameter (ft),Diameter (m),Eave Height (ft),Eave Height (m),Peak Height (ft),Peak Height (m),Roof Angle (degrees),Corrugation,Bottom
232029W,Farm,Model 2407 Centurion-W Bin,07,6400,2900,10590,287,24,7.28,25.8,7.87,32.5,9.9,29.14807185,Wide,Flat
232029WL,Farm,Model 2407 Centurion-W Bin for Sealform,07,6300,2857,10590,287,24,7.28,25.8,7.87,32.5,9.9,29.14807185,Wide,Flat
232030W,Farm,Model 2408 Centurion-W Bin,08,7000,3200,11970,325,24,7.28,29.5,8.99,36.1,11.02,29.14807185,Wide,Flat
232030WL,Farm,Model 2408 Centurion-W Bin for Sealform,08,6900,3129,11970,325,24,7.28,29.5,8.99,36.1,11.02,29.14807185,Wide,Flat
232031W,Farm,Model 2409 Centurion-W Bin,09,7800,3550,13360,362,24,7.28,33.2,10.11,39.8,12.13,29.02786785,Wide,Flat
232032W,Farm,Model 2410 Centurion-W Bin,10,8600,3900,14740,400,24,7.28,36.8,11.23,43.4,13.22,28.66557294,Wide,Flat
232033W,Farm,Model 2411 Centurion-W Bin,11,9600,4350,16130,437,24,7.28,40.5,12.34,47,14.33,28.66557294,Wide,Flat
232034W,Farm,Model 2412 Centurion-W Bin,12,11300,5100,17510,475,24,7.28,44.2,13.46,50.7,15.45,28.66557294,Wide,Flat
232042W,Farm,Model 2705 Centurion-W Bin,05,6100,2800,10020,272,27,8.19,18.5,5.64,26,7.92,29.10803503,Wide,Flat
232042WL,Farm,Model 2705 Centurion-W Bin for Sealform,05,6000,2721,10020,272,27,8.19,18.5,5.64,26,7.92,29.10803503,Wide,Flat
232043W,Farm,Model 2706 Centurion-W Bin,06,6800,3100,11780,319,27,8.19,22.2,6.76,29.7,9.04,29.10803503,Wide,Flat
232043WL,Farm,Model 2706 Centurion-W Bin for Sealform,06,6700,3039,11780,319,27,8.19,22.2,6.76,29.7,9.04,29.10803503,Wide,Flat
232044W,Farm,Model 2707 Centurion-W Bin,07,7700,3500,13530,367,27,8.19,25.8,7.87,33.3,10.16,29.21473059,Wide,Flat
232044WL,Farm,Model 2707 Centurion-W Bin for Sealform,07,7600,3447,13530,367,27,8.19,25.8,7.87,33.3,10.16,29.21473059,Wide,Flat
232045W,Farm,Model 2708 Centurion-W Bin,08,8400,3764,15280,415,27,8.19,29.5,8.99,37,11.28,29.21473059,Wide,Flat
232045WL,Farm,Model 2708 Centurion-W Bin for Sealform,08,8300,3764,15280,415,27,8.19,29.5,8.99,37,11.28,29.21473059,Wide,Flat
232046W,Farm,Model 2709 Centurion-W Bin,09,9400,4300,17040,462,27,8.19,33.2,10.11,40.7,12.4,29.21473059,Wide,Flat
232047W,Farm,Model 2710 Centurion-W Bin,10,10200,4600,18790,510,27,8.19,36.8,11.23,44.2,13.48,28.78661831,Wide,Flat
232048W,Farm,Model 2711 Centurion-W Bin,11,11300,5150,20540,557,27,8.19,40.5,12.34,47.9,14.6,28.89397883,Wide,Flat
232049W,Farm,Model 2712 Centurion-W Bin,12,12900,5850,22300,605,27,8.19,44.2,13.46,51.6,15.71,28.78661831,Wide,Flat
232057W,Farm,Model 3005 Centurion-W Bin,05,6900,3150,12530,340,30,9.1,18.5,5.64,26.9,8.19,29.26799521,Wide,Flat
232057WL,Farm,Model 3005 Centurion-W Bin for Sealform,05,6800,3084,12530,340,30,9.1,18.5,5.64,26.9,8.19,29.26799521,Wide,Flat
232058W,Farm,Model 3006 Centurion-W Bin,06,7700,3500,14700,399,30,9.1,22.2,6.76,30.5,9.31,29.26799521,Wide,Flat
232058WL,Farm,Model 3006 Centurion-W Bin for Sealform,06,7500,3401,14700,399,30,9.1,22.2,6.76,30.5,9.31,29.26799521,Wide,Flat
232059W,Farm,Model 3007 Centurion-W Bin,07,8700,3950,16860,457,30,9.1,25.8,7.87,34.2,10.42,29.26799521,Wide,Flat
232059WL,Farm,Model 3007 Centurion-W Bin for Sealform,07,8500,3855,16860,457,30,9.1,25.8,7.87,34.2,10.42,29.26799521,Wide,Flat
232060W,Farm,Model 3008 Centurion-W Bin,08,9500,4300,19030,516,30,9.1,29.5,8.99,37.9,11.54,29.26799521,Wide,Flat
232061W,Farm,Model 3009 Centurion-W Bin,09,10700,4850,21190,575,30,9.1,33.2,10.11,41.5,12.66,29.26799521,Wide,Flat
232062W,Farm,Model 3010 Centurion-W Bin,10,11700,5300,23360,634,30,9.1,36.8,11.23,45.1,13.74,28.88325275,Wide,Flat
232063W,Farm,Model 3011 Centurion-W Bin,11,13300,6050,25520,692,30,9.1,40.5,12.34,48.8,14.86,28.9797077,Wide,Flat
232064W,Farm,Model 3012 Centurion-W Bin,12,14800,6750,27690,751,30,9.1,44.2,13.46,52.4,15.98,28.9797077,Wide,Flat
232077W,Farm,Model 3305 Centurion-W Bin,05,8000,3600,15360,417,33,10.01,18.5,5.64,27.3,8.33,28.25636427,Wide,Flat
232077WL,Farm,Model 3305 Centurion-W Bin for Sealform,05,7800,3537,15360,417,33,10.01,18.5,5.64,27.3,8.33,28.25636427,Wide,Flat
232078W,Farm,Model 3306 Centurion-W Bin,06,8800,4000,17980,488,33,10.01,22.2,6.76,31,9.45,28.25636427,Wide,Flat
232078WL,Farm,Model 3306 Centurion-W Bin for Sealform,06,8600,3900,17980,488,33,10.01,22.2,6.76,31,9.45,28.25636427,Wide,Flat
232079W,Farm,Model 3307 Centurion-W Bin,07,10000,4550,20600,559,33,10.01,25.8,7.87,34.7,10.57,28.34511026,Wide,Flat
232079WL,Farm,Model 3307 Centurion-W Bin for Sealform,07,9800,4444,20600,559,33,10.01,25.8,7.87,34.7,10.57,28.34511026,Wide,Flat
232080W,Farm,Model 3308 Centurion-W Bin,08,11000,5000,23220,630,33,10.01,29.5,8.99,38.3,11.69,28.34511026,Wide,Flat
232081W,Farm,Model 3309 Centurion-W Bin,09,12600,5700,25840,701,33,10.01,33.2,10.11,42,12.8,28.25636427,Wide,Flat
232082W,Farm,Model 3310 Centurion-W Bin,10,13700,6250,28450,772,33,10.01,36.8,11.23,45.5,13.87,27.81041544,Wide,Flat
232083W,Farm,Model 3311 Centurion-W Bin,11,15700,7100,31070,843,33,10.01,40.5,12.34,49.2,14.98,27.81041544,Wide,Flat
232084W,Farm,Model 3312 Centurion-W Bin,12,17400,7900,33690,914,33,10.01,44.2,13.46,52.8,16.1,27.81041544,Wide,Flat
232097W,Farm,Model 3605 Centurion-W Bin,05,8700,3950,18510,502,36,10.91,18.5,5.64,28.2,8.6,28.48520708,Wide,Flat
232098W,Farm,Model 3606 Centurion-W Bin,06,9800,4450,21630,587,36,10.91,22.2,6.76,31.9,9.71,28.40400257,Wide,Flat
232099W,Farm,Model 3607 Centurion-W Bin,07,11100,5050,24750,671,36,10.91,25.8,7.87,35.5,10.83,28.48520708,Wide,Flat
232100W,Farm,Model 3608 Centurion-W Bin,08,12400,5600,27860,756,36,10.91,29.5,8.99,39.2,11.95,28.48520708,Wide,Flat
232101W,Farm,Model 3609 Centurion-W Bin,09,14000,6350,30980,840,36,10.91,33.2,10.11,42.9,13.07,28.48520708,Wide,Flat
232102W,Farm,Model 3610 Centurion-W Bin,10,15700,7150,34100,925,36,10.91,36.8,11.23,46.4,14.13,27.99611079,Wide,Flat
232103W,Farm,Model 3611 Centurion-W Bin,11,17400,7880,37210,1009,36,10.91,40.5,12.34,50,15.25,28.07793823,Wide,Flat
232104W,Farm,Model 3612 Centurion-W Bin,12,19300,8750,40330,1094,36,10.91,44.2,13.46,53.7,16.36,27.99611079,Wide,Flat
232117W,Farm,Model 4205 Centurion-W Bin,05,11700,5300,25830,701,42,12.73,18.5,5.64,29.9,9.12,28.66719126,Wide,Flat
232118W,Farm,Model 4206 Centurion-W Bin,06,13300,6000,30070,816,42,12.73,22.2,6.76,33.6,10.24,28.66719126,Wide,Flat
232119W,Farm,Model 4207 Centurion-W Bin,07,14800,6700,34320,931,42,12.73,25.8,7.87,37.3,11.36,28.73644655,Wide,Flat
232120W,Farm,Model 4208 Centurion-W Bin,08,16600,7550,38560,1046,42,12.73,29.5,8.99,40.9,12.47,28.66719126,Wide,Flat
232121W,Farm,Model 4209 Centurion-W Bin,09,18400,8350,42800,1161,42,12.73,33.2,10.11,44.6,13.59,28.66719126,Wide,Flat
232122W,Farm,Model 4210 Centurion-W Bin,10,21000,9550,47040,1276,42,12.73,36.8,11.23,48.1,14.65,28.24973549,Wide,Flat
232123W,Farm,Model 4211 Centurion-W Bin,11,23500,10650,51290,1391,42,12.73,40.5,12.34,51.7,15.77,28.31954039,Wide,Flat
232124W,Farm,Model 4212 Centurion-W Bin,12,25800,11700,55530,1506,42,12.73,44.2,13.46,55.4,16.89,28.31954039,Wide,Flat
232137W,Farm,Model 4805 Centurion-W Bin,05,14100,6400,34570,938,48,14.55,18.5,5.64,31.7,9.65,28.8636747,Wide,Flat
232138W,Farm,Model 4806 Centurion-W Bin,06,16000,7250,40110,1088,48,14.55,22.2,6.76,35.3,10.76,28.80323493,Wide,Flat
232139W,Farm,Model 4807 Centurion-W Bin,07,17900,8150,45650,1238,48,14.55,25.8,7.87,39,11.88,28.8636747,Wide,Flat
232140W,Farm,Model 4808 Centurion-W Bin,08,20400,9250,51190,1389,48,14.55,29.5,8.99,42.7,13,28.8636747,Wide,Flat
232141W,Farm,Model 4809 Centurion-W Bin,09,23100,10450,56730,1539,48,14.55,33.2,10.11,46.3,14.12,28.8636747,Wide,Flat
232142W,Farm,Model 4810 Centurion-W Bin,10,25700,11650,62270,1689,48,14.55,36.8,11.23,49.8,15.18,28.49998349,Wide,Flat
232143W,Farm,Model 4811 Centurion-W Bin,11,28700,13050,67810,1839,48,14.55,40.5,12.34,53.5,16.3,28.56077408,Wide,Flat
232144W,Farm,Model 4812 Centurion-W Bin,12,31800,14450,73360,1990,48,14.55,44.2,13.46,57.1,17.41,28.49998349,Wide,Flat
195701,Farm,Model 1504 Wide Corr Farm Bin,04,2400,1100,2390,65,15,4.55,14.8,4.52,18.9,5.76,28.59281119,Wide,Flat
195701L,Farm,Model 1504 Wide Corr Farm Bin for Sealform,04,2300,1043,2390,65,15,4.55,14.8,4.52,18.9,5.76,28.59281119,Wide,Flat
195702,Farm,Model 1505 Wide Corr Farm Bin,05,2900,1350,2930,79,15,4.55,18.5,5.64,22.6,6.88,28.59281119,Wide,Flat
195702L,Farm,Model 1505 Wide Corr Farm Bin for Sealform,05,2800,1270,2930,79,15,4.55,18.5,5.64,22.6,6.88,28.59281119,Wide,Flat
195703,Farm,Model 1506 Wide Corr Farm Bin,06,3500,1600,3470,94,15,4.55,22.2,6.76,26.2,7.99,28.39828679,Wide,Flat
195703L,Farm,Model 1506 Wide Corr Farm Bin for Sealform,06,3400,1542,3470,94,15,4.55,22.2,6.76,26.2,7.99,28.39828679,Wide,Flat
195704,Farm,Model 1507 Wide Corr Farm Bin,07,4200,1900,4010,109,15,4.55,25.8,7.87,29.9,9.11,28.59281119,Wide,Flat
195704L,Farm,Model 1507 Wide Corr Farm Bin for Sealform,07,4100,1859,4010,109,15,4.55,25.8,7.87,29.9,9.11,28.59281119,Wide,Flat
195706,Farm,Model 1804 Wide Corr Farm Bin,04,2800,1300,3500,95,18,5.46,14.8,4.52,19.8,6.02,28.78661831,Wide,Flat
195706L,Farm,Model 1804 Wide Corr Farm Bin for Sealform,04,2700,1224,3500,95,18,5.46,14.8,4.52,19.8,6.02,28.78661831,Wide,Flat
195707,Farm,Model 1805 Wide Corr Farm Bin,05,3500,1600,4280,116,18,5.46,18.5,5.64,23.4,7.14,28.78661831,Wide,Flat
195707L,Farm,Model 1805 Wide Corr Farm Bin for Sealform,05,3400,1587,4280,116,18,5.46,18.5,5.64,23.4,7.14,28.78661831,Wide,Flat
195708,Farm,Model 1806 Wide Corr Farm Bin,06,4400,2000,5060,137,18,5.46,22.2,6.76,27.1,8.26,28.78661831,Wide,Flat
195708L,Farm,Model 1806 Wide Corr Farm Bin for Sealform,06,4300,1995,5060,137,18,5.46,22.2,6.76,27.1,8.26,28.78661831,Wide,Flat
195709,Farm,Model 1807 Wide Corr Farm Bin,07,5200,2400,5840,158,18,5.46,25.8,7.87,30.8,9.37,28.78661831,Wide,Flat
195709L,Farm,Model 1807 Wide Corr Farm Bin for Sealform,07,5100,2313,5840,158,18,5.46,25.8,7.87,30.8,9.37,28.78661831,Wide,Flat
195714,Farm,Model 2104 Wide Corr Farm Bin,04,3600,1650,4840,131,21,6.37,14.8,4.52,20.6,6.28,28.92461256,Wide,Flat
195714L,Farm,Model 2104 Wide Corr Farm Bin for Sealform,04,3500,1587,4840,131,21,6.37,14.8,4.52,20.6,6.28,28.92461256,Wide,Flat
195715,Farm,Model 2105 Wide Corr Farm Bin,05,4400,2000,5900,160,21,6.37,18.5,5.64,24.3,7.4,28.92461256,Wide,Flat
195715L,Farm,Model 2105 Wide Corr Farm Bin for Sealform,05,4200,1905,5900,160,21,6.37,18.5,5.64,24.3,7.4,28.92461256,Wide,Flat
195716,Farm,Model 2106 Wide Corr Farm Bin,06,5400,2450,6960,189,21,6.37,22.2,6.76,28,8.52,28.92461256,Wide,Flat
195716L,Farm,Model 2106 Wide Corr Farm Bin for Sealform,06,5200,2358,6960,189,21,6.37,22.2,6.76,28,8.52,28.92461256,Wide,Flat
195717,Farm,Model 2107 Wide Corr Farm Bin,07,6400,2900,8030,218,21,6.37,25.8,7.87,31.6,9.64,29.06224048,Wide,Flat
195717L,Farm,Model 2107 Wide Corr Farm Bin for Sealform,07,6300,2857,8030,218,21,6.37,25.8,7.87,31.6,9.64,29.06224048,Wide,Flat
195718,Farm,Model 2108 Wide Corr Farm Bin,08,7600,3450,9090,246,21,6.37,29.5,8.99,35.3,10.75,28.92461256,Wide,Flat
195718L,Farm,Model 2108 Wide Corr Farm Bin for Sealform,08,7500,3401,9090,246,21,6.37,29.5,8.99,35.3,10.75,28.92461256,Wide,Flat
195723,Farm,Model 2404 Wide Corr Farm Bin,04,4100,1850,6430,174,24,7.28,14.8,4.52,21.5,6.55,29.14807185,Wide,Flat
195723L,Farm,Model 2404 Wide Corr Farm Bin for Sealform,04,4000,1814,6430,174,24,7.28,14.8,4.52,21.5,6.55,29.14807185,Wide,Flat
195724,Farm,Model 2405 Wide Corr Farm Bin,05,5000,2300,7810,212,24,7.28,18.5,5.64,25.1,7.66,29.02786785,Wide,Flat
195724L,Farm,Model 2405 Wide Corr Farm Bin for Sealform,05,4900,2222,7810,212,24,7.28,18.5,5.64,25.1,7.66,29.02786785,Wide,Flat
195725,Farm,Model 2406 Wide Corr Farm Bin,06,6200,2800,9200,250,24,7.28,22.2,6.76,28.8,8.78,29.02786785,Wide,Flat
195725L,Farm,Model 2406 Wide Corr Farm Bin for Sealform,06,6000,2721,9200,250,24,7.28,22.2,6.76,28.8,8.78,29.02786785,Wide,Flat
195726,Farm,Model 2407 Wide Corr Farm Bin,07,7500,3400,10590,250,24,7.28,25.8,7.87,32.5,9.9,29.14807185,Wide,Flat
195726L,Farm,Model 2407 Wide Corr Farm Bin for Sealform,07,7400,3356,10590,287,24,7.28,25.8,7.87,32.5,9.9,29.14807185,Wide,Flat
195727,Farm,Model 2408 Wide Corr Farm Bin,08,8900,4050,11970,325,24,7.28,29.5,8.99,36.1,11.02,29.14807185,Wide,Flat
195727L,Farm,Model 2408 Wide Corr Farm Bin for Sealform,08,8800,3991,11970,325,24,7.28,29.5,8.99,36.1,11.02,29.14807185,Wide,Flat
195732,Farm,Model 2704 Wide Corr Farm Bin,04,5100,2350,8270,224,27,8.19,14.8,4.52,22.3,6.81,29.21473059,Wide,Flat
195732L,Farm,Model 2704 Wide Corr Farm Bin for Sealform,04,5000,2268,8270,224,27,8.19,14.8,4.52,22.3,6.81,29.21473059,Wide,Flat
195733,Farm,Model 2705 Wide Corr Farm Bin,05,6100,2800,10020,272,27,8.19,18.5,5.64,26,7.92,29.10803503,Wide,Flat
195733L,Farm,Model 2705 Wide Corr Farm Bin for Sealform,05,6000,2721,10020,272,27,8.19,18.5,5.64,26,7.92,29.10803503,Wide,Flat
195734,Farm,Model 2706 Wide Corr Farm Bin,06,7400,3350,11780,319,27,8.19,22.2,6.76,29.7,9.04,29.10803503,Wide,Flat
195734L,Farm,Model 2706 Wide Corr Farm Bin for Sealform,06,7300,3311,11780,319,27,8.19,22.2,6.76,29.7,9.04,29.10803503,Wide,Flat
195735,Farm,Model 2707 Wide Corr Farm Bin,07,9000,4050,13530,367,27,8.19,25.8,7.87,33.3,10.16,29.21473059,Wide,Flat
195735L,Farm,Model 2707 Wide Corr Farm Bin for Sealform,07,8800,3991,13530,367,27,8.19,25.8,7.87,33.3,10.16,29.21473059,Wide,Flat
195736,Farm,Model 2708 Wide Corr Farm Bin,08,10500,4800,15280,415,27,8.19,29.5,8.99,37,11.28,29.21473059,Wide,Flat
195736L,Farm,Model 2708 Wide Corr Farm Bin for Sealform,08,10400,4717,15280,415,27,8.19,29.5,8.99,37,11.28,29.21473059,Wide,Flat
195737,Farm,Model 2709 Wide Corr Farm Bin,09,12300,5600,17040,462,27,8.19,33.2,10.11,40.7,12.4,29.21473059,Wide,Flat
195737L,Farm,Model 2709 Wide Corr Farm Bin for Sealform,09,12200,5533,17040,462,27,8.19,33.2,10.11,40.7,12.4,29.21473059,Wide,Flat
195740,Farm,Model 3004 Wide Corr Farm Bin,04,6100,2750,10370,281,30,9.1,14.8,4.52,23.2,7.07,29.26799521,Wide,Flat
195740L,Farm,Model 3004 Wide Corr Farm Bin for Sealform,04,5900,2676,10370,281,30,9.1,14.8,4.52,23.2,7.07,29.26799521,Wide,Flat
195741,Farm,Model 3005 Wide Corr Farm Bin,05,7800,3400,12530,340,30,9.1,18.5,5.64,26.9,8.19,29.26799521,Wide,Flat
195741L,Farm,Model 3005 Wide Corr Farm Bin for Sealform,05,7300,3311,12530,340,30,9.1,18.5,5.64,26.9,8.19,29.26799521,Wide,Flat
195742,Farm,Model 3006 Wide Corr Farm Bin,06,8900,4050,14700,399,30,9.1,22.2,6.76,30.5,9.31,29.26799521,Wide,Flat
195742L,Farm,Model 3006 Wide Corr Farm Bin for Sealform,06,8800,3991,14700,399,30,9.1,22.2,6.76,30.5,9.31,29.26799521,Wide,Flat
195743,Farm,Model 3007 Wide Corr Farm Bin,07,10700,4850,16860,457,30,9.1,25.8,7.87,34.2,10.42,29.26799521,Wide,Flat
195743L,Farm,Model 3007 Wide Corr Farm Bin for Sealform,07,10500,4762,16860,457,30,9.1,25.8,7.87,34.2,10.42,29.26799521,Wide,Flat
195744,Farm,Model 3008 Wide Corr Farm Bin,08,12600,5700,19030,516,30,9.1,29.5,8.99,37.9,11.54,29.26799521,Wide,Flat
195744L,Farm,Model 3008 Wide Corr Farm Bin for Sealform,08,12400,5624,19030,516,30,9.1,29.5,8.99,37.9,11.54,29.26799521,Wide,Flat
195745,Farm,Model 3009 Wide Corr Farm Bin,09,14800,6700,21190,575,30,9.1,33.2,10.11,41.5,12.66,29.26799521,Wide,Flat
195745L,Farm,Model 3009 Wide Corr Farm Bin for Sealform,09,14600,7574,21190,575,30,9.1,33.2,10.11,41.5,12.66,29.26799521,Wide,Flat
195748,Farm,Model 3304 Wide Corr Farm Bin,04,7200,3250,12740,346,33,10.01,14.8,4.52,23.7,7.22,28.34511026,Wide,Flat
195748L,Farm,Model 3304 Wide Corr Farm Bin for Sealform,04,7100,3144,12740,346,33,10.01,14.8,4.52,23.7,7.22,28.34511026,Wide,Flat
195749,Farm,Model 3305 Wide Corr Farm Bin,05,8700,3950,15360,417,33,10.01,18.5,5.64,27.3,8.33,28.25636427,Wide,Flat
195749L,Farm,Model 3305 Wide Corr Farm Bin for Sealform,05,8500,3855,15360,417,33,10.01,18.5,5.64,27.3,8.33,28.25636427,Wide,Flat
195750,Farm,Model 3306 Wide Corr Farm Bin,06,10300,4700,17980,488,33,10.01,22.2,6.76,31,9.45,28.25636427,Wide,Flat
195750L,Farm,Model 3306 Wide Corr Farm Bin for Sealform,06,10100,4671,17980,488,33,10.01,22.2,6.76,31,9.45,28.25636427,Wide,Flat
195751,Farm,Model 3307 Wide Corr Farm Bin,07,12200,5550,20600,559,33,10.01,25.8,7.87,34.7,10.57,28.34511026,Wide,Flat
195751L,Farm,Model 3307 Wide Corr Farm Bin for Sealform,07,12000,5442,20600,559,33,10.01,25.8,7.87,34.7,10.57,28.34511026,Wide,Flat
195752,Farm,Model 3308 Wide Corr Farm Bin,08,14400,6500,23220,630,33,10.01,29.5,8.99,38.3,11.69,28.34511026,Wide,Flat
195752L,Farm,Model 3308 Wide Corr Farm Bin for Sealform,08,14200,6440,23220,630,33,10.01,29.5,8.99,38.3,11.69,28.34511026,Wide,Flat
195753,Farm,Model 3309 Wide Corr Farm Bin,09,16700,7600,25840,701,33,10.01,33.2,10.11,42,12.8,28.25636427,Wide,Flat
195753L,Farm,Model 3309 Wide Corr Farm Bin for Sealform,09,16600,7528,25840,701,33,10.01,33.2,10.11,42,12.8,28.25636427,Wide,Flat
195756,Farm,Model 3604 Wide Corr Farm Bin,04,8000,3650,15390,418,36,10.91,14.8,4.52,24.5,7.48,28.48520708,Wide,Flat
195756L,Farm,Model 3604 Wide Corr Farm Bin for Sealform,04,7900,3531,15390,418,36,10.91,14.8,4.52,24.5,7.48,28.48520708,Wide,Flat
195757,Farm,Model 3605 Wide Corr Farm Bin,05,9700,4400,18510,502,36,10.91,18.5,5.64,28.2,8.6,28.48520708,Wide,Flat
195757L,Farm,Model 3605 Wide Corr Farm Bin for Sealform,05,9500,4308,18510,502,36,10.91,18.5,5.64,28.2,8.6,28.48520708,Wide,Flat
195758,Farm,Model 3606 Wide Corr Farm Bin,06,11500,5200,21630,587,36,10.91,22.2,6.76,31.9,9.71,28.40400257,Wide,Flat
195758L,Farm,Model 3606 Wide Corr Farm Bin for Sealform,06,11300,5125,21630,587,36,10.91,22.2,6.76,31.9,9.71,28.40400257,Wide,Flat
195759,Farm,Model 3607 Wide Corr Farm Bin,07,13600,6150,24750,671,36,10.91,25.8,7.87,35.5,10.83,28.48520708,Wide,Flat
195759L,Farm,Model 3607 Wide Corr Farm Bin for Sealform,07,13400,6077,24750,671,36,10.91,25.8,7.87,35.5,10.83,28.48520708,Wide,Flat
195760,Farm,Model 3608 Wide Corr Farm Bin,08,15900,7200,27860,756,36,10.91,29.5,8.99,39.2,11.95,28.48520708,Wide,Flat
195760L,Farm,Model 3608 Wide Corr Farm Bin for Sealform,08,15700,7120,27860,756,36,10.91,29.5,8.99,39.2,11.95,28.48520708,Wide,Flat
195761,Farm,Model 3609 Wide Corr Farm Bin,09,18500,8400,30980,840,36,10.91,33.2,10.11,42.9,13.07,28.48520708,Wide,Flat
195761L,Farm,Model 3609 Wide Corr Farm Bin for Sealform,09,18300,8299,30980,840,36,10.91,33.2,10.11,42.9,13.07,28.48520708,Wide,Flat
195763,Farm,Model 4209 Wide Corr Farm Bin,09,23300,10550,42800,1161,42,12.73,33.2,10.11,44.6,13.59,28.66719126,Wide,Flat
195763L,Farm,Model 4209 Wide Corr Farm Bin for Sealform,09,23000,10431,42800,1161,42,12.73,33.2,10.11,44.6,13.59,28.66719126,Wide,Flat
195764,Farm,Model 4204 Wide Corr Farm Bin,04,10100,4550,21590,586,42,12.73,14.8,4.52,26.3,8,28.66719126,Wide,Flat
195764L,Farm,Model 4204 Wide Corr Farm Bin for Sealform,04,9900,4426,21590,586,42,12.73,14.8,4.52,26.3,8,28.66719126,Wide,Flat
195765,Farm,Model 4205 Wide Corr Farm Bin,05,12100,5500,25830,701,42,12.73,18.5,5.64,29.9,9.12,28.66719126,Wide,Flat
195765L,Farm,Model 4205 Wide Corr Farm Bin for Sealform,05,11800,5351,25830,701,42,12.73,18.5,5.64,29.9,9.12,28.66719126,Wide,Flat
195766,Farm,Model 4206 Wide Corr Farm Bin,06,14500,6600,30070,816,42,12.73,22.2,6.76,33.6,10.24,28.66719126,Wide,Flat
195766L,Farm,Model 4206 Wide Corr Farm Bin for Sealform,06,14200,6440,30070,816,42,12.73,22.2,6.76,33.6,10.24,28.66719126,Wide,Flat
195767,Farm,Model 4207 Wide Corr Farm Bin,07,17000,7700,34320,931,42,12.73,25.8,7.87,37.3,11.36,28.73644655,Wide,Flat
195767L,Farm,Model 4207 Wide Corr Farm Bin for Sealform,07,16700,7574,34320,931,42,12.73,25.8,7.87,37.3,11.36,28.73644655,Wide,Flat
195768,Farm,Model 4208 Wide Corr Farm Bin,08,19700,8950,38560,1046,42,12.73,29.5,8.99,40.9,12.47,28.66719126,Wide,Flat
195768L,Farm,Model 4208 Wide Corr Farm Bin for Sealform,08,19400,8798,38560,1046,42,12.73,29.5,8.99,40.9,12.47,28.66719126,Wide,Flat
195769,Farm,Model 4804 Wide Corr Farm Bin,04,12000,5450,29020,787,48,14.55,14.8,4.52,28,8.53,28.8636747,Wide,Flat
195769L,Farm,Model 4804 Wide Corr Farm Bin for SealForm,04,11642,5281,29020,787,48,14.55,14.8,4.52,28,8.53,28.8636747,Wide,Flat
195770,Farm,Model 4805 Wide Corr Farm Bin,05,14300,6500,34570,938,48,14.55,18.5,5.64,31.7,9.65,28.8636747,Wide,Flat
195770L,Farm,Model 4805 Wide Corr Farm Bin for SealForm,05,13932,6319,34570,938,48,14.55,18.5,5.64,31.7,9.65,28.8636747,Wide,Flat
195771,Farm,Model 4806 Wide Corr Farm Bin,06,17100,7750,40110,1088,48,14.55,22.2,6.76,35.3,10.76,28.80323493,Wide,Flat
195771L,Farm,Model 4806 Wide Corr Farm Bin for SealForm,06,16733,7590,40110,1088,48,14.55,22.2,6.76,35.3,10.77,28.8636747,Wide,Flat
195772,Farm,Model 4807 Wide Corr Farm Bin,07,20200,9150,45650,1238,48,14.55,25.8,7.87,39,11.88,28.8636747,Wide,Flat
195772L,Farm,Model 4807 Wide Corr Farm Bin for SealForm,07,19847,9002,45650,1238,48,14.55,25.8,7.87,39,11.88,28.8636747,Wide,Flat
195773,Farm,Model 4808 Wide Corr Farm Bin,08,23600,10700,51190,1388,48,14.55,29.5,8.99,42.7,13,28.8636747,Wide,Flat
195773L,Farm,Model 4808 Wide Corr Farm Bin for SealForm,08,23273,10556,51190,1388,48,14.55,29.5,8.99,42.7,13,28.8636747,Wide,Flat
195774,Farm,Model 4809 Wide Corr Farm Bin,09,27700,12550,56730,1539,48,14.55,33.2,10.11,46.3,14.12,28.8636747,Wide,Flat
195774L,Farm,Model 4809 Wide Corr Farm Bin for SealForm,09,27302,12384,56730,1539,48,14.55,33.2,10.11,46.3,14.12,28.8636747,Wide,Flat
,,,,,,,,,,,,,,,,
